index,isbn13,title,tags
1776,9780345323903,With Friends Like These,"fiction.willi whitehors could have been just anoth boozed-up guitarist, if it hadn't been for hi songs. somehow they were differ -- they reach out and grab people' souls. now agent sam parker want a piec of the action. but when he had it, sam knew he'd made a terribl mistake...a mistak it wa much too late to correct... with friend like these... the alien had return to earth after centuri becaus they need allies. but after hundr of years, they had no idea what they would be get the univers into...and they soon found out! dream done green pericl wa a poet and a genius, who also happen to be a horse! whi johnni can't speed a father could teach hi son a lot of import things, but combat on the freeway wasn't one of them...not when the kid wa eighteen and too full of himself to survive. but reveng did have it compensations!alandeanfost"
1777,9780345331052,The Doom that Came to Sarnath,fiction.in a citi of gem and rich - beyond the dream of mortal men - a race of conqueror celebr it triumph and reap the horror of it glory.howardphillipslovecraft
1778,9780345333223,Mission to Moulokin,"fiction.intend to book passag home, ethan frome fortun head to the off-world trade post, but when he see how the trader are take advantag of the local tran, he decid to stay and help organ a planetari governmentalandeanfost"
1782,9780345345066,The Tolkien Reader,"fiction.a fantast antholog of short fiction, poetry, and commentari by the author of the lord of the ring includ ""the adventur of tom bombadil,"" ""farmer gile of ham, and the author' intrigu essay on the art of the fairi stori and the treatment of fantasy. reissue.j.r.r.tolkien"
1783,9780345346292,The Dragons of Eden,nature.th well-known astronom and astrobiologist survey current knowledg of the develop of intellig on earth in variou form of life and explain hi persuas that intellig must have develop along similar line throughout the universecarlsagan
1784,9780345350800,The Best of H.P. Lovecraft,"fiction.off sixteen lovecraft tale of horror, includ ""the shadow out of time.""h.p.lovecraft"
1785,9780345352446,The Adversary,"science.th fourth and final volum of the saga of pliocen exile. until the arriv of aiken drum, the 100,000 human who had fled backward in time to pliocen exil on earth knew littl but slaveri to the tanu -- the humanoid alien who came from anoth galaxy. but king aiken' rule is precarious, for the tanu' twist bretheren are secretli maneuv to bring about hi downfall. wors -- aiken is about to confront a man of incred power talent who nearli overthrew a galact rule. he is marc remillard. call him . . . the adversary.julianmay"
1786,9780345354648,Five Patients,socialscience.an introduct to the work of a modern hospit recreat the actual experi of five patient at massachusett generalmichaelcrichton
1787,9780345368430,Douglas Adams's Starship Titanic,"fiction.second after it initi launch, starship titan undergo smef (spontan massiv exist failure) and vanishes, onli to mysteri turn up at the home of dan and luci gibson, resid of a remote, little-known planet call earth. reprint.terryjon"
1788,9780345373946,Anne Rice's the Vampire Lestat,humor.lestat recount the stori of how he becam a vampir in eighteenth-centuri francefayeperozich;annerice;daerickgross
1789,9780345375216,The Book of Lost Tales,"fiction.th first form of the myth and legend in tolkien' concept of the middl kingdom featur the adventur of eriol, and the tale of beren and luthien, turin and the dragon, the necklac of the dwarves, and the fall of gondolin. reissue.johnronaldreueltolkien"
1791,9780345377968,The Proud Highway,biography&autobiography.th privat correspond of america' outlaw journalist look at thompson' person relationship from the mid-1950 through 1967hunters.thompson
1792,9780345384225,The Transition of H.P. Lovecraft,"fiction.a collect of horror tale span the author' career includ ""the street,"" ""the lurk fear,"" ""dagon,"" ""the evil clergyman,"" and ""cool air""howardphillipslovecraft"
1794,9780345391698,The Battle for God,"religion.rev how the fundamentalist movement in christianity, judaism, and islam were born out of a dread of modernity.karenarmstrong"
1795,9780345396358,Better Than Sex,languagearts&disciplines.an odyssey through the american elector process provid insight and observ on the 1992 presidenti campaignhunters.thompson
1796,9780345396532,First King of Shannara,"fiction.banish from paranor becaus of hi studi of forbidden arcan arts, the druid bremen discov that brona, the evil warlock lord, and hi dark forc are onc again on the move, destroy everyth in their path, and onli a power weapon wield by a unit four land can stop them. reissue.terrybrook"
1797,9780345396556,Ilse Witch,"fiction.th discoveri of a bodi pair the last of the druids, walker bob, with the magic isl witch, a beauti and enigmat young woman who wield a power magic, on an epic voyag aboard the jerl shannara to solv a mystery. reprint.terrybrook"
1798,9780345396709,Waterborn,"fiction.when her favorit cousin disappears, hezhi, an exot princess whose blood bear the seed of the river god' magic, embark on a danger quest to find the truth, a search that lead her to perkar, a chieftain' son who ha sworn to destroy the dread river god. reprint.j.gregorykey"
1799,9780345396938,Cry to Heaven,"fiction.eighteenth-centuri napl provid the set for the pain, fears, resentments, desires, and triumph of peasant-born guido maffeo and patrician-born tonio treschi, two castrati--mentor and angel-vo student--who strive passion to live full livesanneric"
1800,9780345397393,The Vampire Companion,"fiction.hundr of entri discuss variou topic relat to the ann rice seri of vampir novels, and includ characters, themes, places, and symbol in the novelskatherinem.ramsland;anneric"
1801,9780345397607,Starshield Sentinels,"fiction.two explorers--on of inform and the other of space--fac the collaps of galact civilization, and their onli hope is that the explor of information, merinda neskat, can face up to her past and find the answer civil needs. $150,000 ad/promo. tour.margaretweis;tracyhickman"
1802,9780345397614,The Mantle of Kendis-Dai,"fiction.two explorers--on of inform and the other of space--fac the collaps of galact civilization, and their onli hope is that the explor of information, merinda neskat, can face up to her past and find the answer civil needs. origin titled: starshield: sentinels. reprint.margaretweis;tracyhickman"
1803,9780345407863,The Children of Henry VIII,biography&autobiography.recount the live of henri viii' heir and the intrigu that aros from their struggl to ascend their father' thronealisonweir
1804,9780345409461,The demon-haunted world,"body,mind&spirit.rev the danger associ with widespread scientif ignorance, and explain how scientif thought ha serv to overcom prejudic and hysteriacarlsagan"
1805,9780345409706,Twister,"motionpictureplays.scientist are pursu the most destruct weatherfront to sweep through mid-america' tornado alley in 50 years. by launch electron sensor into the funnel, the storm chaser hope to obtain enough data to creat an improv warn system. but to do so, they must intercept the twisters' deadli path. origin screenplay from the motion picture.michaelcrichton;anne-mariemartin"
